Day,Word,Mean
5,stock,"재고품, 저장, 가축, 저장하다, (물품을) 들여놓다"
5,resident,거주자
5,labor,"노동, 산고, 노동하다"
5,remark,"의견, 주목, 의견을 말하다, ~에 주목하다"
5,moral,도덕적인
5,embarrassed,당황한
5,claim,"주장하다, 요구, 주장"
5,reasonable,"논리적인, 분별력 있는"
5,interrupt,"방해하다, 중단하다"
5,discount,"할인, 할인하다"
5,creature,"생물, 피조물"
5,heal,"치료하다, 낫게 하다"
5,establish,"설립하다, 확립하다, 제정하다"
5,revolution,"혁명, 갑작스러운 변화, 회전"
5,criticize,비난하다
5,convince,"확신시키다, 납득시키다"
5,efficient,"효율적인, 유능한"
5,stranger,"낯선 사람, 문외한"
5,tide,"조수, 흐름"
5,obtain,"획득하다, 통용되다, 행해지다"
5,assist,도움을 주다
5,disaster,"재앙, 재난, 재해"
5,terrific,"굉장한, 훌륭한"
6,specific,"구체적인, 특정한"
6,react,"반응하다, 반작용하다"
6,independent,독립적인
6,theory,이론
6,qualify,자격을 얻다
6,consider,"숙고하다, 고려하다"
6,recall,"상기하다, 철회하다, 회수하다; 상기, 철회"
6,risk,위험; 위험을 감수하다
6,treatment,"취급, 대우, 치료(법)"
6,engage,"관여하다, 약속하다, 약혼하다"
6,motivate,동기를 부여하다
6,clue,"실마리, 단서"
6,cancer,"암, 악성 종양"
6,elder,나이가 위인; 연장자
6,depress,"우울하게 하다, 의기소침(낙담)하게 하다"
6,fascinate,"매료시키다, 마음을 빼앗다"
6,violent,"난폭한, 폭력적인"
6,alarm,"놀람, 경보"
6,edge,"가장자리, 날카로움, 우위"
6,deserve,~을 받을 만하다(가치가 있다)
6,route,"길, 통로, 항로"
6,psychology,"심리, 심리학"
6,passion,열정
6,import,"수입하다, 의미하다; 수입"
6,purchase,구매하다; 구매
6,conscience,양심
6,pose,"자세를 취하다, (문제를) 제기하다; 자세"
6,length,길이
6,severe,"심한, 엄격한"
6,decade,"10년, 10년간"
6,occupy,"(시간, 장소를) 차지하다, 전념하다"
6,acquire,습득하다
6,interact,상호 작용하다
6,brief,간단한; 간단한 보고; 간단히 알리다
6,observe,"관찰하다, ~을 보다, 준수하다"
6,poetry,"시, 운문"
6,salary,"급료, 봉급"
6,grain,"곡물, 낟알"
6,meaningful,"의미 있는, 의미심장한"
6,weed,잡초; 잡초를 제거하다
7,survival,생존
7,comment,"논평, 주석, 논평하다"
7,leap,"뛰다, 도약하다, 도약"
7,survey,"둘러보다, 조사하다, 설문 조사"
7,typical,"전형적인, 대표적인"
7,mere,단지 ~에 불과한
7,mechanic,기계공
7,mood,"분위기, 기분"
7,approve,"승인하다, 찬성하다"
7,rural,시골의
7,finance,"재정, 자금, 자금을 조달하다"
7,seek,"찾다, 추구하다"
7,operation,"작업, 운영, 수술"
7,crime,범죄
7,awful,"끔찍한, 지독한"
7,series,"연속, 시리즈물"
7,exhausted,"고갈된, 기진맥진한"
7,absolute,"완전한, 절대적인"
7,surround,둘러싸다
7,display,"전시하다, 나타내다, 전시"
7,policy,"정책, 수단"
7,mass,"덩어리, 집단"
7,committee,위원회
7,accurate,정확한
7,arrange,"정리하다, 준비하다"
7,facility,"시설, 편의"
7,consult,"상담하다, 참고하다"
7,refer,"언급하다, 위탁하다"
7,attach,"붙이다, 첨부하다"
7,recover,"회복하다, 되찾다"
7,reward,"보상, 보답하다"
7,enormous,"엄청난, 거대한"
7,domestic,"국내의, 가정의"
7,wealth,"부, 재산"
7,elementary,"초보의, 기초적인"
7,gap,"격차, 틈"
7,except,"~을 제외하고, 제외하다"
7,journey,여행
7,plain,"평범한, 명백한"
7,downtown,"도심, 도심의, 도심지에서"
8,previous,"이전의, 앞의"
8,produce,"생산하다, 제조하다"
8,remain,"여전히 ~이다, 남다"
8,break,"깨다, 고장내다"
8,slight,"약간의, 경미한"
8,include,포함하다
8,delay,"연기하다, 미루다, 지연"
8,file,"서류철, 파일에 철하다, 제기하다"
8,ethic,윤리
8,instant,"즉각의, 즉석의, 순간"
8,reveal,"폭로하다, 드러내다"
8,breed,"낳다, 양육하다"
8,leisure,"여가, 한가한"
8,urban,도시의
8,witness,"목격자, 목격하다"
8,admit,"인정하다, 입학을 허가하다"
8,muscle,"근육, 힘"
8,device,"장치, 고안, 방책"
8,suppose,"추측하다, 가정하다"
8,owe,빚지고 있다
8,intend,"~할 작정이다, 의도하다"
8,aspect,"면, 관점"
8,potential,"잠재적인, 잠재력"
8,award,"상, (상 등을) 수여하다"
8,preserve,"보존하다, 보호하다"
8,spot,"장소, 점, 발견하다"
8,underground,"지하의, 비밀의, 지하"
8,consequence,"결과, 중요성"
8,target,"목표, 목표로 삼다"
8,unless,만약 ~이 아니면
8,accomplish,"이루다, 성취하다"
8,adopt,"입양하다, 채택하다"
8,unique,"독특한, 유일한"
8,slip,"미끄러지다, 실수하다, 종이 조각"
8,civilization,문명
8,row,"열, 줄, 배를 젓다"
8,horizon,지평선
8,atmosphere,"대기, 분위기"
8,label,"꼬리표, 상표, 라벨을 붙이다"
8,decorate,"장식하다, ~에게 훈장을 주다"
9,identify,"~임을 확인하다, 식별하다, 동일시하다"
9,standard,"표준, 기준, 기준의, 표준의"
9,scale,"규모, 저울, 비늘"
9,evident,명백한
9,seldom,거의 ~않는
9,secretary,"비서, 장관"
9,basis,"원리, 기초"
9,automatic,"자동적인, 기계적인"
9,region,지역
9,rise,"일어나다, 오르다, 상승"
9,addict,"중독시키다, 중독자"
9,disappoint,실망시키다
9,artificial,"인공적인, 인조의"
9,possess,"소유하다, ~의 마음을 사로잡다"
9,substance,"물질, 본질, 실체"
9,realistic,"현실적인, 현실주의의"
9,encounter,"(우연히) 만나다, 마주침"
9,differ,"다르다, 의견을 달리하다"
9,principle,"원칙, 원리"
9,memorize,기억하다
9,physics,물리학
9,evaluate,평가하다
9,tremendous,"굉장한, 무시무시한"
9,application,"적용, 신청"
9,vote,"투표, 투표하다"
9,spread,"퍼짐, 확산, 펼치다, 퍼지다"
9,impact,"충격, 영향, 충격을 주다"
9,cooperate,협력하다
9,emit,"(빛, 열, 소리 등을)방출하다"
9,request,"요청, 요청하다"
9,guarantee,"보장하다, 보증"
9,resist,저항하다
9,fulfill,"달성하다, 이행하다"
9,stink,"역겹다, 악취를 풍기다"
9,grant,"수여하다, 승인하다"
9,rely,"의지하다, 믿다"
9,permanent,"영원한, 영구적인"
9,emergency,비상 사태
9,rid,제거하다
9,theme,"주제, 화제"
10,hesitate,"주저하다, 망설이다"
10,location,"위치, 장소"
10,restrict,"제한하다, 한정하다"
10,organism,"유기체, 생물"
10,resolve,"해결하다, 결심하다"
10,offer,"제공하다, 제안하다"
10,distribute,"분배하다, 분포시키다"
10,rainforest,열대우림
10,circumstance,"상황, 환경"
10,interpret,"해석하다, 통역하다"
10,suitable,"적절한, 적합한"
10,curve,"곡선, 속임수"
10,annoy,"괴롭히다, 귀찮게 하다"
10,frighten,겁먹게 하다
10,estimate,"평가하다, 견적, 평가"
10,refuse,거절하다
10,adventure,"모험, 위험에 빠뜨리다"
10,entrance,"입구, 입장"
10,persuade,설득하다
10,perceive,"인지하다, 인식하다"
10,recite,암송하다
10,gather,모으다
10,cabin,"객실, 선실, 오두막집"
10,gear,"장비,  기어, 맞게 조정하다"
10,ray,광선
10,release,"놓아주다, 방출하다, 석방, 발표"
10,rank,"지위, 계급, 매기다, (등급을)차지하다"
10,symphony,교향곡
10,envy,"부러워하다, 부러움"
10,corporate,"회사의, 법인의"
10,alternative,"대안, 대안의"
10,retire,은퇴하다
10,appeal,"호소하다, 관심을 끌다, 호소, 항의"
10,identical,"동일한, 일란성의"
10,investment,투자
10,autograph,"서명, 서명하다"
10,slave,노예
10,harm,"손해, 손상, 해치다"
10,authority,"권위, 당국"
10,innocence,"결백, 무죄, 순진"
11,infant,"유아, 유치원생"
11,calculate,계산하다
11,charity,자선 단체
11,receive,받다
11,whereas,"그런데, ~에 반해서"
11,board,"판자, 게시판, 타다"
11,ignorant,"무지한, 무식한"
11,depend,"의존하다, ~에 달려 있다"
11,pure,"순수한, 깨끗한"
11,extinct,"멸종된, 사라진"
11,household,"가정, 가정의"
11,chapter,"(책의) 장, 시기, 사제단"
11,refund,"환불하다, 환불금"
11,institute,"기관, 협회"
11,lately,최근에
11,accept,받아들이다
11,ashamed,부끄러워하는
11,dense,"밀집한, (앞이 안 보이게) 짙은"
11,rescue,"구출하다, 구출"
11,continue,계속하다
11,destination,목적지
11,expand,"확장되다, 확장시키다"
11,evolution,"진화, 발전"
11,hire,고용하다
11,isolate,"고립시키다, 격리시키다"
11,gravity,중력
11,genuine,"진짜의, 진실된"
11,statue,조각상
11,compete,경쟁하다
11,military,"군의, 군사의, 군, 군대"
11,logic,"논리, 논리학"
11,commit,"(죄 등을) 저지르다, 약속하다, 헌신하다"
11,sensible,"합리적인, 현명한"
11,sum,"금액, 합계"
11,conserve,"보존하다, 보호하다"
11,swing,"흔들다, 휘두르다"
11,marriage,"결혼, 결혼 생활"
11,reproduce,"번식하다, 재생하다, 복제하다"
11,tone,"음조, 어조, 억양 , 조화하다, 탄력있게 만들다"
11,concept,개념
12,invitation,초대
12,precise,"정확한, 정밀한"
12,formal,"공식적인, 격식을 차린"
12,particle,"작은 조각, 입자"
12,cancel,취소하다
12,return,"돌아가다, 돌려주다, 돌아감, 귀향"
12,departure,"출발, 떠남, 일탈"
12,apparent,명백한
12,visual,"눈에 보이는, 시각의"
12,agriculture,농업
12,rite,"의식, 의례"
12,poverty,가난
12,sculpture,조각상
12,descend,"내려가다, 내려오다"
12,leak,"새다, 새는 구멍"
12,portion,"부분, 1인분"
12,companion,"친구, 동료"
12,diligent,근면한
12,distinct,"뚜렷한, 다른"
12,component,"구성 요소, 구성하는"
12,current,"현재의, 지금의"
12,universal,"보편적인, 전 세계의"
12,trap,"덫, 가두다"
12,eager,갈망하는
12,legal,"법률의, 합법적인"
12,demonstrate,"입증하다, 시위하다, 설명하다"
12,democracy,민주주의
12,mature,"성숙한, 성숙하다"
12,brilliant,"빛나는, 훌륭한"
12,annual,"연간의, 해마다의"
12,faith,"믿음, 신념"
12,spare,"(시간, 돈을) 할애하다, (고생을) 면하게 하다, 여분의"
12,transfer,"이동하다, 옮기다, 환승하다, 이, 환승"
12,refrigerator,냉장고
12,oppose,반대하다
12,desperate,"절망적인, 필사적인"
12,remote,"멀리 떨어진, 원격 조정의"
12,offend,불쾌하게 하다
12,awake,깨어있는
12,aim,"목표로 하다, 겨누다, 목표"
13,option,"선택, 선택권"
13,insight,통찰력
13,achieve,"이루다, 성취하다"
13,civil,"시민의, 민간의"
13,pause,"잠시 멈추다, 중단"
13,prove,입증하다
13,lecture,"강의, 강의를 하다"
13,minor,"사소한, , 미성년자, 부전공하다"
13,duty,"의무, 관세"
13,vigor,활력
13,organize,"조직하다, 구성하다"
13,chief,"우두머리, 우두머리의, 주요한"
13,complicated,복잡한
13,digest,"소화하다, 요약"
13,shortage,"부족, 결함"
13,laboratory,"실험실, 실험의"
13,arrive,도착하다
13,generous,"관대한, 넉넉한"
13,laundry,세탁물
13,transform,"변형시키다, 변환하다"
13,discipline,"규율, 훈련, 훈육하다, 징계하다"
13,forbid,금지하다
13,ultimate,"궁극적인, 최후의"
13,thrive,"번영하다, 발전하다"
13,conversation,"대화, 회담"
13,bet,"돈을 걸다, 내기를 하다, 내기"
13,royal,"왕족의, 왕의"
13,ruin,"망치다, 파멸시키다, 파멸, 파산"
13,worship,"숭배하다, 예배하다, 숭배, 예배"
13,evil,"사악한, 악"
13,scarce,"부족한, 드문"
13,afterward,"나중에, 그 후에"
13,client,"고객, 의뢰인"
13,insure,"보험을 계약하다, 안전하게 하다"
13,fancy,"공상, 화려한, 공상하다"
13,surgery,외과 수술
13,assign,"할당하다, 지정하다"
13,regulate,"규제하다, 조절하다"
13,shelf,선반
13,utility,"공익사업, 유용성"
14,necessity,"필요, 필수, 필수품"
14,yield,"생산하다, 굴복하다, 양도하다, 수확(물)"
14,decline,"감소, 쇠퇴, 감소하다, 쇠퇴하다, 거절하다"
14,coincidence,"우연의 일치, 동시에 일어난 사건"
14,aside,"한쪽으로, 제쳐 두고"
14,contemporary,"현대의, 동시대의"
14,bless,"축복하다, 감사하다"
14,explain,설명하다
14,prior,"이전의, 우선하는"
14,tolerate,"참다, 용인하다"
14,measure,"측정하다, 측정, 수단"
14,abstract,"추상적인, 추상, 개요"
14,cottage,오두막집
14,correct,"올바른, 정확한, 바로잡다, 정정하다"
14,confirm,"확인하다, 입증하다, (결심을) 굳게 하다"
14,imitate,모방하다
14,prey,"먹이, 희생자"
14,defeat,"패배시키다, 패배"
14,illustrate,"설명하다, (분명히) 보여주다, 삽화를 넣다"
14,fuse,"퓨즈, 도화선, 융합하다"
14,pupil,"학생, 눈동자"
14,intellect,지성
14,spice,"향신료, 양념"
14,tempt,유혹하다 (관심을) 끌다
14,inspire,"영감을 주다, 고무시키다, 격려하다"
14,dine,"식사하다, 만찬을 대접하다"
14,literally,문자 그대로
14,appropriate,적절한
14,resort,"휴양지, 의지, 의지하다, 자주 가다"
14,grab,"움켜쥐다, 움켜쥠"
14,propose,"제안하다, 청혼하다"
14,wreck,"난파선, 사고, 난파시키다"
14,document,"문서, 서류, 기록하다"
14,suspect,"의심하다, 용의자"
14,alien,"외국의, 이질적인, 외국인, 외계인"
14,prohibit,금지하다
14,install,설치하다
14,triumph,"승리, 승리하다"
14,scholarship,"장학금, 학문"
14,execute,"실행하다, 처형하다"
15,ensure,"반드시 ~하게 하다, 보장하다, 확실하게 하다"
15,receipt,영수증
15,defect,"결점, 결함, (국가•당 등을) 버리다"
15,trait,"특징, 특성"
15,modest,"겸손한, 미천한, 알맞은"
15,virtual,"실제의, 가상의, 사실상의"
15,compare,"비교하다, 비유하다"
15,address,"주소, 연설, 인사말, 연설하다, 접근하다"
15,inner,"안쪽의, 내적인, 내부의"
15,contrary,"반대의, 불리한, 정반대, 반대의 것"
15,split,"나뉘다, 분열되다, 찢다, 쪼개다, 틈, 분열"
15,supervise,"감독하다, 관리하다, 통제하다"
15,inhabit,"~에 살다, 거주하다"
15,appear,"나타나다, ~인 것 같다"
15,commute,"통근하다, 통근(거리)"
15,earthquake,"지진, (사회•정치적) 대변동"
15,enroll,"등록하다, 입학하다"
15,debate,"논쟁하다, 토론하다, 논쟁, 토론"
15,abandon,"버리다, 포기하다"
15,conquer,"정복하다, 이기다, 극복하다"
15,nevertheless,그럼에도 불구하고
15,seal,"봉인하다, 봉인, 도장, 바다표범"
15,greed,"탐욕, 식탐"
15,contract,"계약, 계약서, 계약하다, 수축하다"
15,nutrition,영양
15,retail,"소매, 소매하다, 소매로"
15,prejudice,"편견, 선입관, 편견을 갖게 하다"
15,register,"등록하다, 기재하다, 등록부"
15,agency,"기관, 대행사, 대리점"
15,nurture,"양육하다, 양성하다, 교육하다, 교육, 양육"
15,priest,성직자
15,elegant,"우아한, 고상한"
15,impose,"부과하다, 강요하다"
15,arise,"발생하다, 일어나다, 생겨나다"
15,modify,"수정하다, 변형하다"
15,masterpiece,"대표작, 대작, 명작"
15,harsh,"가혹한, 거친"
15,drought,가뭄
15,criteria,"기준, 표준 (criterion의 복수형)"
15,extraordinary,"비범한, 기이한, 놀라운"
16,dim,"희미한, 어둑한, 어둑하게 하다"
16,general,"일반적인, 전반적인, 장군"
16,scream,"비명을 지르다, 비명"
16,spill,"흘리다, 쏟다"
16,glare,"노려보다, 반짝 반짝 빛나다, 노려봄, 눈부신 빛"
16,swallow,"삼킴, 제비, 삼키다"
16,usual,"늘 하는, 흔히 있는"
16,routine,"틀에 박힌 일, 일상적인, 지루한"
16,eliminate,"제거하다, 삭제하다"
16,deny,"부인하다, 거절하다"
16,sensitive,"민감한, 예민한"
16,tragic,비극적인
16,deprive,"빼앗다, 강탈하다"
16,conscious,"의식하는, 의식이 있는"
16,interfere,간섭하다
16,temporary,임시의
16,council,의회
16,adolescent,"청소년, 청소년의"
16,arctic,북극의
16,capture,"붇잡다, 점유하다"
16,dilute,"묽은, 묽게 하다, 약화시키다"
16,associate,"연상하다, 어울리다, 동료"
16,figure,"숫자, 인물, 이해하다, 계산하다"
16,warehouse,창고
16,crew,"승무원, (특별한 기술의)팀, 승무원으로 일하다"
16,barrier,"장벽, 장애물"
16,pedestrian,"보행자, 보행자의"
16,glance,"흘꿋 보다, 흘끗 봄"
16,errand,심부름
16,irritate,"짜증나게 하다, 자극하다"
16,welfare,"복지, 행복"
16,cruel,"잔인한, 비참한"
16,fold,"주름, 접다"
16,trial,"재판, 시험"
16,tribe,부족
16,profound,"깊은, 심오한"
16,tradition,전통
16,distinguish,구별하다
16,statement,"진술, 성명, 진술서"
16,prevail,"만연하다, 우세하다"
17,widespread,널리 퍼진
17,result,결과
17,fade,"사라지다, (색깔이) 바래다"
17,progress,"진전, 진보, 진보하다"
17,weapon,무기
17,drastic,"과감한, 격렬한"
17,reinforcement,"병력 증강, 강화"
17,wonder,"궁금해하다, 놀라다, 놀라움"
17,pile,"더미, 쌓다"
17,protect,보호하다
17,infection,감염
17,stiffen,굳어지다
17,endanger,위험에 빠뜨리다
17,adjust,"조절하다, 적응하다"
17,peer,"동료, 또래, 자세히 들여다보다"
17,renew,"새롭게 하다, 연장하다"
17,germ,"세균, 싹, 근원"
17,atom,원자
17,realize,"깨닫다, 실현하다"
17,enrich,부유하게 하다
17,noble,"고결한, 귀족의"
17,repair,"수리하다, 수리"
17,candidate,후보자
17,ideal,"이상적인, 이상"
17,crop,농작물
17,ethnic,민족의
17,foretell,예언하다
17,wholesale,"도매의, 대량의"
17,debt,부채
17,representative,대표자
17,shift,"바꾸다, 변화"
17,strict,"엄격한, 엄밀한"
17,appliance,가전제품
17,furthermore,"더욱이, 게다가"
17,excess,"초과, 과다"
17,command,"명령하다, 지휘하다, 명령, 지휘"
17,ecosystem,생태계
17,fame,명성
17,oral,"입의, 구술시험"
17,drift,"표류, 일반적인 경향, 떠돌다, 방황하다"
18,outstanding,"뛰어난, 눈에 띄는"
18,mislead,잘못 판단하게 하다
18,dedicate,"(시간, 노력을) 바치다"
18,avoid,"피하다, 방지하다"
18,initial,"초기의, 처음의, 머리글자 (이니셜)"
18,sink,가라앉다
18,beard,턱수염
18,haste,서두름
18,crush,"으스러뜨리다, 빻다"
18,confront,"맞서다, 직면하다"
18,destiny,운명
18,hardship,"고난, 고통"
18,escape,"탈출하다, 벗어나다, 탈출, 도피"
18,valid,"타당한, 유효한"
18,entire,"전체의, 완전한, 전부, 전체"
18,dispose,"배치하다, 처리하다"
18,optimal,최적의
18,hydrogen,수소
18,thread,"실, 실을 꿰다"
18,dynasty,왕조
18,scatter,"뿌리다, 흩어지다"
18,gamble,"돈을 걸다, 도박을 하다, 도박"
18,temper,"성질, 기분"
18,exist,"존재하다, 살아가다"
18,undoubtedly,"의심할 여지없이, 확실히"
18,raft,"뗏목, 비닐보트"
18,minimal,"최소의, 아주 적은"
18,soak,흠뻑 적시다
18,craft,"공예, 기술, 공들여 만들다"
18,combat,"전투, 싸우다"
18,cease,중단하다
18,ceiling,"천장, 최고 한도"
18,unify,"통합하다, 통일하다"
18,perspective,"견해, 관점"
18,doom,"나쁜 운명, 운명 짓다"
18,bump,부딫치다
18,primary,"주된, 초기의"
18,genre,"형식, 장르"
18,erase,지우다
18,review,"복습하다, 재검토하다, 복습, 검토, 비평"
19,vital,"필수적인, 중요한, 생명 유지와 관련된"
19,incident,"사건, 일어난 일, 일어나기 쉬운"
19,session,"시간, 회의, 기간, 학기"
19,obvious,"분명한, 명백한"
19,moderate,"온건한, 적당한"
19,budget,"예산, 예산안"
19,graze,"풀을 뜯다, 방목하다"
19,fragile,부서지기 쉬운
19,myth,"신화, 사회적 통념"
19,fur,"부드러운 털, 모피"
19,indifferent,무관심한
19,strain,"긴장, 압박, 잡아당기다, 긴장시키다, 혹사하다"
19,ingredient,"재료, 성분"
19,dismiss,"묵살하다, 해고하다, 해산시키다"
19,geometry,기하학
19,glacier,빙하
19,urge,"촉구하다, 강요하다"
19,celebrity,"유명 인사, 명성"
19,antique,"고대의, 옛날의, 고풍의, 골동품"
19,profit,"이익, 이윤, 이익을 얻다"
19,sphere,"구, 구체"
19,inherit,"상속받다, 물려받다"
19,disgrace,"불명예, 수치"
19,crawl,"기어가다, 서행하다, 기어가기, 서행"
19,scratch,"긁다, 할퀴다, 긁힌 자국, 찰과상"
19,diabetes,당뇨병
19,congestion,"혼잡, 밀집"
19,constitute,"구성하다, 설립하다, 제정하다"
19,flow,"흐름, 흐르다"
19,investigate,"조사하다, 수사하다"
19,barter,"물물 교환, 교역품, 물물 교환하다"
19,circular,"원의, 순환의"
19,chilly,"쌀쌀한, 냉담한"
19,ancestor,"조상, 선조"
19,fierce,"사나운, 맹렬한"
19,vague,"희미한, 막연한, 모호한"
19,rough,"거친, 난폭한, 대강의"
19,content,"내용, 목차, 만족하는"
19,obstacle,"장애물, 방해가 되는 것"
19,editorial,"편집자의, 사설, 논설"
20,abolish,폐지하다
