Day,Word,Mean
2,effortlessly,힘들지 않게
2,in observance of,~을 기념하여
2,inadvertently,"무심코, 우연히"
2,judicial,사법의
2,justification,정당한 이유
2,keenly,"날카롭게, 예민하게"
2,lawsuit,소송
2,mundane,"일상적인, 재미없는"
2,off-limits,출입 금지의
2,ordinance,"법령, 명령"
2,pulled,"철회된, 철수한"
2,reprimand,비난하다
2,resolution,"결정, 해상도"
2,stiff,"뻣뻣한, 경직된"
2,substantiate,입증하다
2,trespass,침입하다
2,violate,위반하다
2,at the discretion of,~의 재량으로
2,bound,"의무가 있는, 꼭 ~하게 되어 있는 "
2,circumscribe,~을 제한하다
2,enactment,법령
2,impeccable,결점없는
2,infringement,침해
2,legitimate,합법적인
2,petition,탄원서
2,when it comes to,~에 관해서는
3,accustomed,익숙한
3,be accustomed to ~ ing,~하는 데 익숙하다
3,corporation,"주식회사, 법인"
3,demanding,"요구가 많은, 힘든"
3,colleague,동료
3,corporate,품사 구별하기
3,division,부서
3,compartment,칸막이
3,request,"요청, 요청하다"
3,upon request,요청 시에
3,request for,~에 대한 요청
3,request that + S + V,S가 V해 줄 것을 요청하다
3,be requested to do,"~하도록 요청받다, ~하시길 바랍니다"
3,efficiently,효율적으로
3,manage to do,"가까스로 ~하다, 그럭저럭 ~해내다"
3,management,"경영진, 경영"
3,handle,"처리하다, 다루다, 취급하다"
3,under the new management,새로운 경영진 하에
3,submit,제출하다
3,submit A to B,A를 B에게 제출하다
3,directly,곧바로
3,remind,"~에게 상기시키다, 일깨우다"
3,instruct,"지시하다, 가르치다"
3,remind + 사람 + of ~,~에게 ~을 상기시키다
3,remind + 사람 + that ~,~에게 ~을 상기시키다
3,remind 사람 to do,~에게 ~하라고 일러주다
3,be reminded to do,~할 것을 잊지 않도록 주의받다
3,sample,"표본, 시식하다, 시험하다"
3,notify,알리다
3,notify 사람 + of ~,~에게 ~에 대해 통지하다
3,notify 사람 + that ~,~에게 ~에 대해 통지하다
3,announce  that ~,(~에게) ~을 발표하다
3,reveal 내용,(~에게) ~을 누설하다
3,perform,실행하다
3,monitor,"감독하다, 검토하다"
3,deserve,~할 가치가 있다
3,well-deserved advancement,응당한 승진
3,deserved,응당한
3,release,"발표하다, 공개하다, 출시, 발매"
3,press release,보도 자료
3,extension,연장
3,electronically,컴퓨터로
3,attendance,"참석, 출석"
3,a certificate of attendance,수료증
3,absolutely,완전히
3,delegate,"위임하다, 대표(단수)"
3,delegation,"위임, 대표단(복수)"
3,attentively,"주의 깊게, 조심스럽게"
3,supervision,감독
3,supervisor,감독관
3,workshop,"워크숍, 연수"
3,draw,"끌다, 끌어당기다"
3,draw praise from 사람,~로부터 칭찬을 이끌어내다
3,draw inspiration from 사람,~로부터 격려를 이끌어내다
3,revision,"수정, 개정"
3,make a revision,수정하다
3,revised edition,개정판
3,revised policy,개정된 정책
3,reluctantly,마지못해
3,acquaint,~에게 숙지시키다
3,acquaint A with B,A에게 B를 숙지시키다
3,familiarize A with B,A에게 B를 숙지시키다
3,convey,(용건 등) 전달하다
3,check A for B,A를 검사하다 B의 유무를 확인하기 위해서
3,headquarters,본부
3,file,"정리하다, 제기하다, 제출하다"
3,file a claim,청구하다
3,oversee,감독하다
3,involved,"관여하는, 관계된, 연루된"
3,involve,"관계시키다, 수반하다, 포함하다, 참여시키다"
3,involvement,"관련, 연루, 참여"
3,be involved in,~에 관여하다
3,concentrate on,~에 집중하다
3,concentrate A on B,A를 B에 집중시키다
3,a sheet of,~한 장
3,business card,명함
3,cartridge,잉크 카트리지
3,hand,건네주다
3,in order to,~하기 위해서
3,paper jam,복사기에 종이 걸림
3,paperwork,문서작업
3,partition,"칸막이, 분할"
3,rush hour,교통 혼잡 시간
3,section,"부분, 구역"
3,sheet,"시트, 종이"
3,trash bin,쓰레기 통
3,upstairs,위층의
3,as if,마치 ~처럼
3,as well as,게다가
3,be aware of,~을 알고있다
3,be known as,~으로 알려져있다
3,be likely to,~할 가능성이 있다
3,offering,제공된 것
3,on one's own,혼자서
3,adjust the mirror,거울을 똑바로 맞추다
3,advance reservation,사전 예약
3,arrange an appointment,약속을 잡다
3,bulletin board,게시판
3,call back,회신하다
3,confused,혼란스러운
3,errand,심부름
3,extend an invitation,초대하다
3,get a permit,허가를 받다
3,hand in,제출하다
3,have a day off,하루 쉬다
3,have a long day,힘든 하루를 보내다
3,head up,"이끌다, 책임지다"
3,in a hurry,"서둘러, 급히"
3,in alphabetical order,알파벳 순으로
3,in luck,운이 좋은
3,leave A up to B,A를 B에게 맡기다
3,leave A with B,A를 B에게 맡기다
3,listing,목록
3,make a call,전화를 걸다
3,make a correction,정정하다
3,make a final change,최종 수정을 하다
3,make a note of,~을 적어 두다
3,make an inpression,"인상을 주다, 감동시키다"
3,move ahead with,~을 순조롭게 진행시키다
3,on a business trip,출장 중인
3,on a weekly basis,주 단위로
3,on business,업무차
3,on duty,근무중인
3,pick up the phone,전화를 받다
3,scrub,문질러 씻다
3,seal,"봉함, 밀봉하다"
3,speak into the microphone,마이크에 대고 말하다
3,speak on the phone,통화하다
3,stand in a line,줄을 서 있다
3,take a message,메시지를 남겨 주다
3,take apart,"분해하다, 해체하다"
3,utility provider,공공 설비 공급자
3,accuired,획득한
3,adapt,적응하다
3,administer,관리하다
3,clerical,사무원의 
3,conclusive,"결정적인, 단호한"
3,delete,삭제하다
3,editorial,"편집자의, 사설의"
3,endless,끝이 없는
3,furthermore,게다가
3,in one's absence,~의 부재 시에
3,on purpose,일부러
3,overseas,"해외의, 해외로"
3,perceive,인지하다
3,reminder,"생각나게 하는 것, 메모"
3,roughly,"대략, 거의"
3,strive,분투하다
3,boardroom,회의실
3,in person,"몸소, 직접"
3,including,~을 포함하여
3,on time,정각에
3,past due,미납된
3,put forward,앞당기다
3,regard A as B,A를 B로 간주하다
3,return one's call,~에게 답신 전화를 하다
3,secretarial,비서의
3,take charge of,~을 담당하다
3,take on responsibility,책임을 지다
3,throw one's effort into,~에 온 힘을 쏟다
3,arrnage items on the shelf,선반에 상품을 배열하다
3,call in sick,전화로 병가를 알리다
3,cover one's shift,~대신 근무하다
3,day-to-day operation,일상 업무
3,in line with,"~과 일치하여, ~에 따라"
3,officiate,식을 진행하다
3,on hold,보류중인
3,set down to work,일에 착수하다
3,stay awake,깨어 있다
3,strew,흩뿌리다
3,take the place of,~을 대신하다
3,take turns,교대로 하다
3,behind schedule,"일정이 늦은, ~예정보다 늦게"
3,condense,"간추리다, 요약하다"
3,follow up on,~에 대해 후속 조치하다
3,in writing,서면으로
3,popularize,대중화하다
3,productively,생산적으로
3,sincerity,"성실, 정직"
3,utilization,"이용, 활용"
3,administrative,"관리의, 행정상의"
3,be affiliated with,~과 제휴하고 있다
3,conglomerate,거대 복합 기업
3,default,"태만, 불이행"
3,impending,"임박한, 절박한"
3,proponent,지지자
3,proprietor,소유자
3,site inspection,현지 시찰
3,subordinate,"부하 직원, 하급자"
3,subsidiary,자회사
3,take initiative,"솔선해서 하다, 주도권을 잡다"
3,telecommute,재택근무하다
4,lax,"느슨한, 규율에 못 미치는"
4,procrastinate,"미루다, 꾸물거리다"
4,combined,"결합된, 합동의"
4,combined experience,종합 경력
4,combined efforts,결합된 노력
4,accomplish,성취하다
4,accomplishment,성취
4,accomplished,"기량이 뛰어난, 숙련된, 노련한"
4,accomplished author,유명한 작가
4,voluntarily,자발적으로
4,voluntary,자발적인
4,volunteer,자원자
4,grudgingly,"마지못해, 억지로"
4,undertake,떠맡다
4,assume,"추정하다, 책임 역할을 맡다"
4,assumption,"추정, 산정"
4,presume,가정하다
4,take on,떠맡다
4,occasionally,가끔
4,assist,돕다
4,assistant,보조자
4,assistance,보조 
4,assist with,~을 돕다
4,satisfied,"만족하는, 만족스러워하는"
4,be satisfied with,~에 만족하다
4,manner,"방식, 태도"
4,responsible,"책임이 있는, 책임져야 할"
4,be responsible for,~에 대해 책임이 있다
4,hold A responsible for B,A에게 B의 책임을 지우다
4,responsive,반응이 빠른
4,conduct an inspection,검사하다
4,conduct a semiar,세미나를 열다
4,conduct a research study,조사 연구를 하다
4,adjust to,~에 적응하다
4,adjust A to B,A를 B에 적응시키다
4,personnel,"직원, 인사과"
4,sales personnel,영업 사원
4,agree,동의하다
4,agree on + 의견,~에 동의하다
4,agree to + 제안/조건,~에 찬성하다
4,agree + to V,to V 하는데 동의하다
4,agree with + 사람,~에 동의하다
4,supervise,감독하다
4,coworker,동료
4,direct,"가르쳐주다, 안내하다"
4,direction,"방향, 지시, 감독"
4,director,지도자
4,direct A to B,A를 B로 안내하다
4,confidential,기밀의
4,assign,할당하다
4,leading,"일류의, 가장 중요한, 선두적인"
4,leading company,선두 기업
4,remove,"제거하다, 해임하다"
4,remove A from B,A를 해임하다/제거하다 B에서 말이다
4,collect,"수집하다, 모으다"
4,coordinate,조정하다
4,hardly,거의 ~하지 않다
4,hardly ever,좀처럼 ~하지 않다
4,abstract,추상적인
4,directory,주소록
4,accountable,책임이 있는
4,be accountable for A,A에 대해 책임이 있다
4,hold A accountable for B,B에 대한 책임을 A에게 지우다
4,be accountable to A,A에게 설명할 의무가 있다
4,skillfully,능숙하게
4,exclusive,독점적인
4,intention,"의지, 의향"
4,have every intention of ~ing,꼭 ~하고자 하다
4,intent,"의지, 의향, 목적, 열심인"
4,transform,바꾸다
4,respectful,"정중한, 존중하는"
4,respect for,~에 대한 존경
4,with respect,존중하여
4,respectfully,정중하게
4,respectable,whsrudgkf aksgks
4,duplicate,사본
4,in duplicate,두 통으로
4,make duplicates of ~,~의 사본을 만들다
4,contrary,반대
4,evidence to the ocntrary,그렇지 않다는 증거
4,on the contrary,이에 반하여
4,disturbing,"충격적인, 방해하는, 불안감을 주는"
4,engage,"관여하다, 종사하다"
4,engagement,약속
4,engaging,매력있는
4,appointment,"약속, 임명"
4,engage in,"~에 관여하다, ~에 종사하다 (Vi Case)"
4,be engaged in,"~에 관여하다, ~에 종사하다 (Vt Case)"
4,foster,"촉진하다, 육성하다"
4,neutrality,중립
4,enlarge,확대하다
4,neutral,중립의
4,widely,널리
4,be widely advertised,널리 광고되다
4,widely admired,널리 존경받는
4,wide,넓은
4,widen,넓히다
4,widening,확대
4,a wode range of,폭넓은
4,externally,외부에서
4,external,외부의 
4,internally,내부의 
4,bookcase,책장
4,bookshelf,책꽂이
4,central office,중앙 사무실
4,greet,"~에게 인사하다, ~를 환영하다"
4,handwriting,"글씨, 필체"
4,log on to,~에 로그인 하다
4,photocopier,복사기
4,print out,출력하다
4,right away,즉시
4,spell,철자를 쓰다
4,wrap,감싸다
4,least,"가장 작은, 가장 적은"
4,papers,"서류, 논문"
4,planning,계획
4,post,"붙이다, 공고하다"
4,press the button,버튼을 누르다
4,store opening,개장
4,be satusfied with,~에 만족하다
4,be seated,앉다
4,be surrounded by,~에 둘러싸이다
4,business contacts,사업 상 아는 사람 또는 회사
4,chairperson,의장
4,copy editor,원고 정리 편집자
4,deep end,수심이 깊은 쪽
4,double-sided,양면의
4,drawer,서랍
4,get one's approval,~의 승인을 받다
4,halfway,"중간에, 중간의"
4,hand over,건네주다
4,in a plie,수북이 쌓인
4,It could have been worse,이만하니 다행이다
4,just in time,겨우 시간에 맞춰
4,literacy,읽고 쓰는 능력
4,litter,"쓰레기, 어지르다"
4,make a selection,선정하다
4,make room for,~을 위해 공간을 마련하다
4,out of paper,종이가 다 떨어진
4,raise one's hand,손을 들다
4,report a problem,문제점을 보고하다
4,sort,"종류, 분류하다"
4,stationery,문구류
4,take another look,다시 한번 보다
4,take A out,A를 꺼내다
4,typewriter,타자기
4,work in groups,여러 명이 작업하다
4,writing pad,노트
4,anticipation,"예상, 기대"
4,automobile,자동차
4,be asked to do,~하도록 요청받다
4,be paid for,~에 대해 보수를 받다
4,be qulified for,~을 위한 자격을 갖추다
4,casual,평상복의
4,draft,"초안을 작성하다, 초안"
4,draw on,"~을 이용하다, ~에 의지하다"
4,excuse,"변명, 이유, 용서하다"
4,head office,본사
4,in anticipation of,~을 예상하고
4,in light of,"~을 고려하여, ~에 비추어"
4,instrument,"도구, 기계, 악기"
4,popularly,일반적으로
4,standing,"고정적인, 상설의"
4,supplementary,보충의
4,work overtime,초과근무를 하다
4,workplace,작업장
4,acting,"직무 대행의, 연기"
4,be full of,~으로 가득하다
4,convert A with B,A를 B로 바꾸다
4,count on,"~을 믿다, ~에 의지하다"
4,fill with,~으로 가득차다
4,get along with,~와 사이 좋게 지내다
4,go down the steps,계단을 내려가다
4,key to success,성공의 길
4,lose one's temper,화를 내다
4,make a copy,복사하다
4,obsess about,~에 대해 강박 관념을 갖다
4,overtime hours,초과 근무 시간
4,perosonal effects,"개인 소지품, 개인 소유물"
4,reunion,친목회
4,sales representative,판매 직원
4,seamless,"매끄러운, 문제없는"
4,succeed in ~ing,~에 성공하다
4,time-consuming,시간이 많이 걸리는
4,bookkeeping,부기
4,have one's hands full,몹시 바쁘다
4,make an outside call,외부로 전화를 걸다
4,motivation,"이유, 동기"
4,newly listed,새로 목록에 오른
4,prioritize,우선적으로 처리하다
4,sit in alternate seats,한 자리씩 건너 앉다
4,written authorization,서면 결재
4,written consent,서면 동의
4,acquaintance,아는 사람
4,dimension,"규모, 차원, 관점"
4,directive,"지시하는, 지배적인"
4,discerning,통찰력 있는
4,elegantly,"우아하게, 고상하게"
4,expectant,기대하고 있는
4,invaluable,"매우 유용한, 귀중한"
4,propel,"나아가게 하다, 몰아가다"
4,realization,"깨달음, 자각, 인식"
4,recline,"기대다, 눕다, 젖혀지다"
4,respective,"각각의, 저마다의"
4,spontaneously,"자발적으로, 자연발생적으로"
4,trivial,"사소한, 하찮은"
4,turn in,"올리다, 제출하다"
4,ambiance,분위기
4,aspiration,"포부, 열망"
4,creditable,훌륭한
4,eminent,"저명한, 탁월한"
4,endeavor,"노력하다, 애쓰다"
4,entrust A with B,A에게 B의 책임을 맡기다
4,on edge,"흥분하여, 안절부절 못하여"
4,reach one's full potential,능력을 최대한 발휘하다
5,sophisticated,"정교한, 복잡한, 세련된"
5,timely,시기적절한
5,in a timely manner,때맞춰
5,realistically,현실적으로
5,cannot realistically expect to V,현실적으로 ~을 기대하기 어렵다
5,cannot realistically expect that ~,현실적으로 ~을 기대하기 어렵다
5,promptly,"즉시, 정각에"
5,prompt,"신속한, 즉각적인, 촉발하다, 유도하다"
5,instantly,즉시
5,abruptly,갑자기
5,accessible,"출입 가능한, 이용할 수 있는"
5,make A accessible to B,A를 이용할 수 있게 하다. B에게 말이다
5,accessible by bus,버스로 갈 수 있는
5,implement,"실시하다, 시행하다"
5,implement a plan,계획을 실행하다
5,implement measures,조취를 취하다
5,feedback,"의견, 반응"
5,outstanding,"우수한, 미납된"
5,inform,알리다
5,inform + 사람 + of ~,~에게 ~을 알리다
5,inform + 사람 + that ~,~에게 ~을 알리다
5,explain  that ~,(~에게) ~을 설명하다
5,replacement,"교체, 대체, 후임자"
5,announcement,"공고, 발표"
5,department,부서
5,permanently,"영구적으로, 불변으로"
5,outline,"개요, 설명하다"
5,explain,설명하다
5,contain,"포함하다, 억누르다, 방지하다"
5,explanation,"설명, 해명, 이유"
5,compile,"편집하다, 모으다"
5,subsequent,차후의
5,subsequent to,~이후에
5,overview,개요
5,provider,공급자
5,matter,"문제, 중요하다"
5,expertise,전문 지식
5,have expertise in A,A에 전문성이 있다
5,area of expertise,전문 분야
5,demonstrate,"증명하다, 설명하다"
5,remainder,"나머지, 잔여, 잔고"
5,demonstration,"증명, 설명, 시연"
5,remain,"남다, 여전히 ~이다"
5,remaining,남아있는
5,balance,"잔액, ~의 균형을 잡다"
5,throughout the remainder of + 기간,~기간의 나머지 내내
5,essential,"필수적인, 본질적인"
5,be essential to,~에 있어서 필수적이다
5,divide,"분배하다, 나누다"
5,devide A into B,A를 B로 나누다
5,cut,"자르다, 삭감하다"
5,major,"주요한, 중대한, 대다수의, 전공과목"
5,compliance,준수
5,in compliance with,~을 준수하여
5,out of compliance with,~을 준수하지 않는
5,clarify,명확하게 하다
5,face,"직면하다, 향하다"
5,follow,"~따라가다, 주시하다, 이해하다"
5,following,"~의 후에, 다음에"
